brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price,zscore_price
dell, XPS 13 7390 ,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,fhd,144800,-0.05651270694297711
dell, XPS 13 7390,I7G10,144.0,Intel,8.0,16.0,512.0,13.0,fhd,210800,0.9364972629818948
dell, XPS 13 9300 ,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,4k_touch,210800,0.9364972629818948
dell, XPS 13 9360 ,I7G8,144.0,Intel,16.0,512.0,0.0,13.0,touch,174800,0.39485546120469195
dell, XPS 13 9365,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,touch,134800,-0.20696876299220013
dell, XPS 13 9365,I7G8,144.0,Intel,8.0,512.0,0.0,13.0,touch,158800,0.15412577152593512
dell, XPS 13 9380 ,I7G8,144.0,Intel,16.0,512.0,0.0,13.0,fhd,170800,0.33467303878500276
dell, XPS 13 9380,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,fhd,134800,-0.20696876299220013
dell, XPS 15 7590 ,I7G9,144.0,GTX 1650,16.0,512.0,0.0,16.0,fhd,210800,0.9364972629818948
dell, XPS 15 7590 ,I7G9,144.0,GTX 1650 4,16.0,512.0,0.0,16.0,fhd,230800,1.237409375080341
dell, XPS 15 9500 ,I5G10,144.0, Intel hd Graphics ,8.0,512.0,0.0,15.0,fhd,174800,0.39485546120469195
dell, XPS 15 9500 ,I7G10,144.0, GTX 1650 Ti 4 GDDR6,16.0,512.0,0.0,16.0,fhd,234800,1.2975917975000302
dell, XPS 15 9500 ,I7G10,144.0, GTX 1650 Ti 4 ,16.0,512.0,0.0,16.0,fhd,258800,1.6586863320181655
dell, XPS 15 9500 ,I7G10,144.0, GTX 1650 Ti 4 ,16.0,512.0,0.0,16.0,fhd,268800,1.8091423880673885
dell, XPS 15 9500 ,I7G10,144.0, GTX 1650 Ti 4 GDDR6,32.0,512.0,0.0,16.0,fhd,295800,2.215373739400291
dell, XPS 15 9575,I7G8,144.0, RX Vega M 4,16.0,1024.0,0.0,16.0,4k_touch,290800,2.140145711375679
dell, XPS 9570 ,I7G8,144.0, GTX 1050Ti 4,16.0,512.0,0.0,16.0,fhd,196800,0.7258587845129827
dell, XPS 9575 ,I5G8,144.0,RX VegaM 4,8.0,256.0,0.0,16.0,touch,154800,0.09394334910624592
dreammachines, RX2070-17NA32 Laptop,I9,144.0, RTX 2070 8,32.0,1024.0,0.0,17.0,fhd,378800,3.4641590046088417
dreammachines, G1650 ,I5G10,144.0, GTX 1650 4,16.0,1024.0,0.0,16.0,fhd,130800,-0.26715118541188937
dreammachines, G1650 ,I5G10,144.0, GTX 1650 4,16.0,1024.0,0.0,16.0,fhd,120800,-0.4176072414611124
dreammachines, G1650,I7G10,144.0, GTX 1650 4,16.0,1024.0,0.0,16.0,fhd,149800,0.018715321081634404
dreammachines, G1650 ,I7G10,144.0, GTX 1650 4,16.0,1024.0,0.0,16.0,fhd,140800,-0.11669512936266632
dreammachines, RG2060 ,I7G10,144.0, RTX 2060 6,16.0,1024.0,0.0,16.0,fhd,170800,0.33467303878500276
dreammachines, RT2070-15NA53 Laptop,ryzen3,144.0, RTX 2070 8,16.0,1024.0,0.0,16.0,fhd,190800,0.6355851508834488
dreammachines, RT2070-15NA54 Laptop ,ryzen3,144.0, RTX 2070 8,16.0,1024.0,0.0,16.0,fhd,216800,1.0267708966114286
dreammachines, T1660Ti Laptop ,ryzen3,144.0, GTX 1660Ti 6,16.0,1024.0,0.0,16.0,fhd,190800,0.6355851508834488
hp, Envy Core 13 10th Gen i7 10510U,I7G10,144.0, MX250 2  Graphics,16.0,512.0,0.0,13.0,touch,170800,0.33467303878500276
hp, OMEN 15 GAMING AMD Ryzen 7 4800H,I7G10,144.0, GTX 1660Ti 6,16.0,1024.0,0.0,16.0,fhd,176800,0.4249466724145366
hp, OMEN 15,I7G9,144.0, GTX 1660 Ti,16.0,256.0,0.0,16.0,fhd,150800,0.03376092668655671
hp, OMEN 17 8th gen i7-8750H,I7G10,120.0, GTX 1070 8,16.0,256.0,1024.0,17.0,fhd,170800,0.33467303878500276
hp, Pavilion 14 Laptop,I5G11,192.0,Intel,8.0,256.0,0.0,14.0,ips,88800,-0.8990666208186261
hp, Pavilion 15 GAMING ,I7G10,144.0, NVIDIA GTX 1650 4,8.0,256.0,0.0,6.0,fhd,106800,-0.6282457199300246
hp, Pavilion 15 Gaming Laptop ,ryzen5,144.0, NVIDIA GTX 1650ti 4,16.0,512.0,0.0,16.0,fhd,134800,-0.20696876299220013
hp, Pavilion ,I7G10,144.0, NVIDIA GeForce GTX 1650Ti ,8.0,512.0,0.0,16.0,fhd,146800,-0.026421495733132502
hp, Pavilion Gaming Laptop ,I5G10,144.0, GTX 1660Ti 6,8.0,512.0,0.0,16.0,fhd,134800,-0.20696876299220013
hp, ProBook 430G5,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,fhd,84800,-0.9592490432383153
hp, ProBook 440 G5,I5G8,144.0,Intel,8.0,0.0,500.0,14.0,fhd,82800,-0.9893402544481599
hp, Spectre x360 2-in-1 ,I7G10,144.0,Intel,8.0,512.0,0.0,13.0,touch,168800,0.30458182757515817
hp, ZBook 15 G4 ,I7,144.0, Quadro M620 2,32.0,256.0,1024.0,16.0,fhd,230800,1.237409375080341
hp, ZBook 15u G5,I7G8,144.0, Radeon Pro WX 3100 2,16.0,512.0,0.0,16.0,fhd,230800,1.237409375080341
lenevo, Ideapad 3,ryzen5,144.0, ,8.0,512.0,0.0,16.0,fhd,79800,-1.0344770712629268
lenevo, IdeaPad 3 ,I5G10,144.0, Intel Uhd Graphics,8.0,512.0,0.0,14.0,fhd,86800,-0.9291578320284707
lenevo, IdeaPad 5 ,I5G10,144.0,Intel,8.0,512.0,0.0,16.0,fhd,88800,-0.8990666208186261
lenevo, Ideapad 730S ,I5G8,192.0,Intel,8.0,256.0,0.0,13.0,ips,82800,-0.9893402544481599
lenevo, IdeaPad L340 ,I5G9,60.0, GTX 1650 4,8.0,512.0,0.0,16.0,fhd,108800,-0.5981545087201801
lenevo, IdeaPad Slim 5i ,I5G11,192.0,Intel,8.0,512.0,0.0,16.0,ips,90800,-0.8689754096087815
lenevo, Legion 5 ,ryzen5,120.0, RTX 2060 6,8.0,512.0,0.0,16.0,fhd,154800,0.09394334910624592
lenevo, Legion 5,ryzen5,120.0, RTX 2060 6,16.0,512.0,0.0,16.0,fhd,160800,0.18421698273577974
lenevo, Legion 5,I7,144.0, RTX 2060 6,16.0,512.0,0.0,16.0,fhd,190800,0.6355851508834488
lenevo, LEGION 5 ,I7,144.0, GTX 1660Ti 6 ,16.0,512.0,0.0,16.0,fhd,170800,0.33467303878500276
lenevo, LEGION 5i ,I7G10,144.0, RTX 2060,16.0,256.0,0.0,16.0,fhd,184800,0.545311517253915
lenevo, LEGION 5i,I7G10,240.0, RTX 2060,16.0,512.0,0.0,16.0,fhd,196800,0.7258587845129827
lenevo, LEGION 5i ,I7G10,120.0, GTX 1650Ti ,8.0,512.0,0.0,16.0,fhd,142800,-0.08660391815282172
lenevo, LEGION 5i ,I7G10,120.0, GTX 1660Ti 6,8.0,512.0,0.0,16.0,fhd,154800,0.09394334910624592
lenevo, Legion 7i Gaming Laptop,I7G10,144.0, RTX 2070 Super Max-Q 8,16.0,1024.0,0.0,16.0,fhd,242800,1.4179566423394085
lenevo, Legion Y540 ,I7G9,144.0, GTX 1660Ti 6,16.0,512.0,0.0,16.0,fhd,156800,0.12403456031609053
lenevo, Legion Y540 ,I7G9,60.0,Intel,16.0,512.0,1024.0,16.0,fhd,140800,-0.11669512936266632
lenevo, Legion Y730 ,I5G8,144.0, GTX 1050Ti 4,8.0,128.0,1024.0,16.0,fhd,110800,-0.5680632975103354
lenevo, Legion Y740,I7G8,144.0, RTX 2070,16.0,256.0,1024.0,15.0,fhd,230800,1.237409375080341
lenevo, Legion Y740,I7G9,144.0, RTX 2060,16.0,1024.0,0.0,15.0,fhd,215800,1.0117252910065064
lenevo, kPad 13 L390 ,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,touch,116800,-0.4777896638808016
lenevo, kpad E14,I5G10,192.0,Intel,8.0,0.0,1024.0,14.0,ips,108800,-0.5981545087201801
lenevo, kpad E14 ,I7G10,192.0,Intel,8.0,256.0,0.0,14.0,ips,138800,-0.14678634057251091
lenevo, kPad X1 Carbon,I7G8,144.0,Intel,16.0,512.0,0.0,14.0,fhd,205800,0.8612692349572834
lenevo, kPad X1 Carbon,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,172800,0.36476424999484736
lenevo, kPad X1 Carbon,I7G10,144.0,Intel,16.0,1024.0,0.0,14.0,fhd,262800,1.7188687544378547
lenevo, kPad X1 Extreme ,I7G8,144.0, GTX 1050Ti 4,16.0,512.0,0.0,16.0,fhd,240800,1.387865431129564
lenevo, kPad X395 ,ryzen3,144.0, Vega 10 Graphics,16.0,512.0,0.0,13.0,touch,148800,0.003669715476712102
lenevo, Yoga 920,I7G8,144.0,Intel,16.0,1024.0,0.0,13.0,4k_touch,178800,0.4550378836243812
lenevo, Yoga 920 ,I7G8,144.0,Intel,8.0,256.0,0.0,13.0,touch,128800,-0.29724239662173396
lenevo, Yoga Duet 7i 2-in-1 ,I7G10,144.0,Intel,8.0,512.0,0.0,13.0,touch,154800,0.09394334910624592
apple,Macbook Pro 13 2020 ,I5G10,144.0,Intel,16.0,512.0,0.0,13.0,retina,262800,1.7188687544378547
apple,Macbook Pro 13  ,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,retina,199800,0.7709956013277496
apple,Macbook Pro 2020 ,I5G8,144.0,Intel,8.0,512.0,0.0,13.0,retina,228800,1.2073181638704964
microsoft, Surface Book 2 2-IN-1,I7G8,144.0, GTX 1050 2,8.0,256.0,0.0,14.0,touch,258800,1.6586863320181655
microsoft, Surface Pro 6 ,I5G8,144.0,Intel,8.0,256.0,0.0,12.0,touch,168800,0.30458182757515817
microsoft, Surface Pro 6 ,I7G8,144.0,Intel,16.0,512.0,0.0,12.0,touch,248800,1.5082302759689423
microsoft, Surface Pro 7 ,I5G10,144.0,Intel,8.0,128.0,0.0,12.0,touch,154800,0.09394334910624592
microsoft, Surface Pro 7 ,I5G10,144.0,Intel,8.0,256.0,0.0,12.0,touch,178800,0.4550378836243812
microsoft, Surface Pro 7 ,I7G10,144.0,Intel,16.0,256.0,0.0,12.0,touch,262800,1.7188687544378547
microsoft, Surface Pro ,I5G7,144.0,Intel,8.0,256.0,0.0,12.0,touch,152800,0.06385213789640132
msi, Alpha 15,ryzen3,144.0, Radeon RX5500 4,16.0,512.0,0.0,16.0,fhd,140800,-0.11669512936266632
msi, GE63 Raider ,I7G8,144.0, RTX 2070 8 ,16.0,512.0,1024.0,16.0,fhd,205800,0.8612692349572834
msi, GE63 Raider ,I7G8,120.0, GTX 1060 6,16.0,256.0,1024.0,16.0,fhd,154800,0.09394334910624592
msi, GE63 Raider ,I7G9,144.0, RTX 2060 6,16.0,1024.0,0.0,16.0,fhd,196800,0.7258587845129827
msi, GF63 ,I5G9,60.0, GTX 1650 4,8.0,512.0,0.0,16.0,fhd,102800,-0.6884281423497138
msi, GF63 ,I7G10,120.0, GTX 1660Ti 6,8.0,512.0,0.0,16.0,fhd,158800,0.15412577152593512
msi, GL63 ,I7G9,144.0, GTX 1660Ti 6,16.0,512.0,0.0,16.0,fhd,154800,0.09394334910624592
msi, GL63 ,I7G9,144.0, RTX 2060 6,16.0,512.0,0.0,16.0,fhd,184800,0.545311517253915
msi, GL63 ,I5G8,60.0, GTX 1050 2,8.0,128.0,1024.0,16.0,fhd,84800,-0.9592490432383153
msi, P65 Creator,I7G8,144.0, GTX 1050TI 4,16.0,256.0,0.0,16.0,fhd,148800,0.003669715476712102
msi, P65 Creator ,I7G8,144.0,GTX 1060 6,16.0,512.0,0.0,16.0,fhd,154800,0.09394334910624592
msi, PS42 Modern,I7G8,144.0, GTX 1050 2,16.0,256.0,0.0,14.0,fhd,148800,0.003669715476712102
msi, GS65-Stealth ,I7G9,144.0, GTX 1660Ti 6,16.0,512.0,0.0,16.0,fhd,165800,0.2594450107603912
msi, GS65-Stealth,I7G9,240.0, RTX 2060 6,32.0,512.0,0.0,16.0,fhd,205800,0.8612692349572834
razer, Blade 15 ,I7G9,144.0, GTX 1660 Ti 6,16.0,256.0,0.0,16.0,fhd,192800,0.6656763620932934
razer, Blade 15 GAMING ,I7G10,144.0, RTX 2060 6,16.0,512.0,0.0,16.0,fhd,248800,1.5082302759689423
samsung, Odyssey ,I7,144.0, GTX 1060 6,16.0,128.0,1024.0,16.0,fhd,120800,-0.4176072414611124
acer,Aspire A515-51G-731M,I7,144.0,NVIDIA GeForce 940MX,12.0,256.0,0.0,16.0,fhd,90000,-0.8810118940927193
acer,ASPIRE E5-575-33BM,I3,144.0,Intel,4.0,0.0,0.0,16.0,fhd,48000,-1.512927329499456
acer,Aspire V 15 Nitro 7-593G-76SS,I7,144.0,NVIDIA GTX1060,16.0,0.0,1024.0,16.0,fhd,135000,-0.20395964187121568
acer,Predator G9-593-73N6,I7,144.0,NVIDIA GTX1060,16.0,256.0,1024.0,16.0,fhd,170000,0.3226365543010649
acer,Predator Helios 300,I7,144.0,NVIDIA GTX1060,16.0,512.0,0.0,16.0,fhd,145000,-0.05350358582199265
acer,Predator Triton 500,I7G10,60.0,Intel,16.0,0.0,0.0,16.0,hd,186800,0.5754027284637596
acer,R5,I5G7,144.0,NVIDIA 940MX ,8.0,0.0,0.0,16.0,fhd,77000,-1.0766047669567091
acer,R5-571TG-78G8,I7G10,144.0,NVIDIA GeForce 940MX,12.0,0.0,1024.0,16.0,fhd,90000,-0.8810118940927193
alienware,AREA-51M,I7G10,144.0,RTX 2070,8.0,0.0,0.0,17.0,fhd,432800,4.2766217072746455
apple, Mac Mini ,I3,144.0,Intel,8.0,256.0,0.0,13.0,fhd,158000,0.14208928704199728
apple, MacBook Air,I5,60.0,Intel,8.0,128.0,0.0,13.0,hd,115000,-0.5048717539696618
apple, MacBook Air,I5,60.0,Intel,8.0,256.0,0.0,13.0,hd,138000,-0.15882282505644876
apple, MacBook Pro,I5,144.0,Intel,8.0,256.0,0.0,13.0,fhd,212000,0.9545519897078016
apple, MacBook Pro,I5,144.0,Intel,8.0,512.0,0.0,13.0,fhd,245000,1.4510569746702375
apple, MacBook Pro,I5,144.0,Intel,8.0,128.0,0.0,13.0,fhd,158000,0.14208928704199728
apple, MacBook Pro,I5,144.0,Intel,8.0,256.0,0.0,13.0,fhd,185000,0.5483206383748994
asus, ROG G531GT-BI7N6,I7G9,144.0,GTX 1650 ,8.0,512.0,0.0,13.0,fhd,140000,-0.12873161384660417
asus, ROG G752VS-US74K,I7,144.0,NVIDIA GeForce GTX 1070,8.0,512.0,1024.0,17.0,fhd,280000,1.9776531708425182
asus, ROG GL502VS-DS71,I7,144.0,NVIDIA GTX1070,16.0,128.0,1024.0,16.0,fhd,195000,0.6987766944241225
asus, ROG GL503VD-DB74,I7,144.0,GTX1050,6.0,256.0,1024.0,16.0,fhd,140000,-0.12873161384660417
asus, ROG GL503VM-DB74,I7,144.0,GTX1060,16.0,256.0,1024.0,16.0,fhd,170000,0.3226365543010649
asus, ROG GL504GM-ES152T Hero 2,I7G8,144.0,GTX 1060,16.0,512.0,0.0,16.0,fhd,175000,0.39786458232567645
asus, ROG GL553VE-FY169,I7,144.0,NVIDIA GTX1050,16.0,0.0,1024.0,16.0,fhd,128000,-0.3092788811056718
asus, ROG GL753VE-IS74,I7,144.0,NVIDIA GTX1050Ti,16.0,128.0,1024.0,16.0,fhd,135000,-0.20395964187121568
asus, ROG ZEPHYRUS S GX531GS-AH76,I7G8,144.0,GTX 1070,16.0,0.0,0.0,16.0,fhd,210000,0.924460778497957
asus, TUF  fhd -Type,I7G10,144.0,AMD Ryzen 7 3550H,8.0,0.0,1024.0,16.0,fhd,110000,-0.5800997819942733
asus, TUF AMD Ryzen 7 R7-3750H,I7G10,144.0,GeForce GTX 1660 Ti,16.0,256.0,1024.0,16.0,fhd,149999,0.021709396597013944
asus, VivoBook S15 S510UN-MS52,I5G8,144.0,Intel,8.0,256.0,0.0,16.0,fhd,89000,-0.8960574996976416
asus, ZenBook UX430UN-IH74,I7G8,144.0,NVIDIA GeForce MX150,16.0,512.0,0.0,14.0,fhd,140000,-0.12873161384660417
dell, 3580 Latitude Laptop,I5G7,144.0,Intel,4.0,0.0,1024.0,15.0,fhd,66500,-1.2345836258083933
dell, alienware 15R4,I7G8,144.0,Intel,16.0,256.0,1024.0,15.0,fhd,190800,0.6355851508834488
dell, alienware M17-7219SLV,I7G8,144.0,Intel,16.0,512.0,0.0,15.0,fhd,290000,2.128109226891741
dell, G3 3579 Core ,I7G8,144.0,Intel,16.0,256.0,1024.0,16.0,fhd,160000,0.1721804982518419
dell, G3 3590,I5G9,60.0,Intel,8.0,0.0,0.0,16.0,hd,124800,-0.35742481904142315
dell, G5,I7G9,144.0,Intel,8.0,0.0,0.0,16.0,fhd,164800,0.24439940515546896
dell, Inspiron 14 7460,I7,144.0,Intel,8.0,0.0,0.0,14.0,fhd,79990,-1.0316184061979916
dell, Inspiron 15 3552,pentium,144.0,Intel,4.0,0.0,500.0,15.0,fhd,34000,-1.7235658079683682
dell, Inspiron 3573 Intel,pentium,144.0,Intel,4.0,0.0,500.0,16.0,fhd,29999,-1.7837632759936624
dell, Inspiron 3580,I7G8,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,78898,-1.0480482075185666
dell, Inspiron 3581,I3,144.0,Intel,4.0,0.0,1024.0,16.0,fhd,42995,-1.5882305855520922
dell, Inspiron 5565,I7G10,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,65000,-1.257152034215777
dell, Inspiron 5570 ,I7G10,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,98500,-0.7531242464508797
dell, Inspiron 5570 Laptop,I5G8,60.0,Intel,4.0,0.0,1024.0,16.0,hd,65500,-1.2496292314133157
dell, Inspiron 7370,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,fhd,85000,-0.9562399221173308
dell, Inspiron 7567,I7,144.0,NVIDIA GTX1050Ti,16.0,128.0,1024.0,16.0,fhd,127000,-0.3243244867105941
dell, Inspiron 7567,I5G7,144.0,NVIDIA GTX1050Ti,8.0,256.0,0.0,16.0,fhd,100000,-0.7305558380434963
dell, Inspiron 7570,I7G10,144.0,NVIDIA 940MX,16.0,512.0,0.0,16.0,fhd,135000,-0.20395964187121568
dell, Inspiron 7573-7019BLK ,I7G8,144.0,Nvidia MX130 ,16.0,256.0,0.0,15.0,fhd,135000,-0.20395964187121568
dell, Inspiron 7577,I7,144.0,NVIDIA GTX1060,16.0,128.0,1024.0,16.0,fhd,146000,-0.038457980217070344
dell, Latitude 3480 Laptop,I3G6,144.0,Intel,4.0,0.0,1024.0,15.0,fhd,42951,-1.5888925921987087
hp, 15-DA0326TU,I3G7,144.0,Intel,4.0,0.0,1024.0,14.0,fhd,45600,-1.5490367829512695
hp, Envy,I7G8,144.0,Intel,8.0,360.0,0.0,13.0,fhd,115000,-0.5048717539696618
hp, ENVY 15T x360,I5G8,144.0,Intel,8.0,0.0,0.0,16.0,fhd,80000,-1.0314679501419424
hp, OMEN 15-DC0020CA,I7G8,144.0,Intel,16.0,128.0,1024.0,14.0,fhd,155000,0.09695247022723039
hp, Pavilion - 14-bf116tx,I5G8,144.0,NVIDIA GeForce 940MX ,8.0,0.0,1024.0,14.0,fhd,77000,-1.0766047669567091
hp, Pavilion 15 CK063TX,I5G8,144.0,NVIDIA MX150,8.0,0.0,1024.0,16.0,fhd,76000,-1.0916503725616316
hp, Pavilion 15 Power,I5G7,144.0,NVIDIA GTX1050,8.0,0.0,1024.0,16.0,fhd,88000,-0.9111031053025639
hp, Pavilion 15-Ck013ca,I7G8,144.0,NIVIDIA GeForce MX150,12.0,256.0,1024.0,16.0,fhd,95000,-0.8057838660681078
hp, Pavilion 15-CK075,I5G8,60.0,Intel,8.0,0.0,0.0,16.0,hd,75000,-1.1066959781665537
hp, ProBook 440 G4,I5G7,144.0,Intel,8.0,0.0,500.0,14.0,fhd,65000,-1.257152034215777
hp, Spectre 15-BL112 x360,I7G10,144.0,NVIDIA MX150,16.0,512.0,0.0,16.0,fhd,185000,0.5483206383748994
hp, Spectre x360 8th gen hp,I7G10,144.0,Intel,16.0,512.0,0.0,13.0,fhd,175000,0.39786458232567645
lenevo, Ideapad 330 81DC00TGIN,I3G6,60.0,Intel,4.0,0.0,1024.0,16.0,hd,39975,-1.6336683144789574
lenevo, LEGION Y730,I7G8,144.0,GTX 1050 Ti,16.0,128.0,1024.0,15.0,fhd,110800,-0.5680632975103354
lenevo, V110 80THA00TIH Laptop,I5G7,144.0,Intel,4.0,500.0,0.0,16.0,fhd,53500,-1.4301764986723833
lenovo,Y720 Legion,I7,144.0,NVIDIA GTX1060,16.0,256.0,0.0,14.0,fhd,159000,0.1571348926469196
lenovo,Yoga 720-13IKB,I5G7,144.0,Intel,4.0,128.0,0.0,13.0,fhd,75000,-1.1066959781665537
lenovo,Yoga 720-15IKB,I7,144.0,NVIDIA GTX1050,8.0,512.0,0.0,16.0,fhd,145000,-0.05350358582199265
lenovo,Yoga 910,I7,144.0,Intel,8.0,256.0,0.0,14.0,fhd,115000,-0.5048717539696618
macbook,Pro,I7G10,144.0,Intel,8.0,512.0,0.0,16.0,fhd,330000,2.7299334510886335
microsoft surface,Book SX300001,I5G6,144.0,NVIDIA GeForce Graphics,8.0,256.0,0.0,14.0,fhd,170000,0.3226365543010649
microsoft surface,Pro 4,I7,144.0,Intel,16.0,256.0,0.0,12.0,fhd,195000,0.6987766944241225
msi,GL63,I7G9,144.0,NVIDIA GeForce RTX 2060,6.0,0.0,0.0,16.0,fhd,178800,0.4550378836243812
msi,GS43VR 7RE PHANTOM Pro,I7,144.0,NVIDIA GTX 1060,16.0,128.0,1024.0,14.0,fhd,175000,0.39786458232567645
msi,GS63VR STEALTH Pro,I7,144.0,NVIDIA GTX 1060,16.0,256.0,1024.0,16.0,fhd,175000,0.39786458232567645
razer blade,Core,I7,144.0,NVIDIA GTX1060,16.0,512.0,0.0,14.0,fhd,230000,1.2253728905964032
razer blade,Pro,I7,144.0,NVIDIA GTX1060,16.0,256.0,2048.0,17.0,qhd,280000,1.9776531708425182
razer blade,Stealth,I7,144.0,Intel,16.0,512.0,0.0,13.0,fhd,145000,-0.05350358582199265
samsung,Notebook Odyssey,I7,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,132800,-0.23705997420204475
acer,Aspire 5,I3G10,60.0,Intel,4.0,0.0,1024.0,16.0,hd,60000,-1.3323800622403883
acer,Aspire 5,I3G10,144.0,Intel,4.0,256.0,0.0,14.0,fhd,61000,-1.3173344566354661
acer,Swift 3 SF314-57-56QV,I5G10,144.0,Intel,4.0,256.0,0.0,14.0,fhd,80000,-1.0314679501419424
acer,Aspire 5,I5G10,144.0,Intel,8.0,512.0,0.0,16.0,fhd,86000,-0.9411943165124085
acer,Swift 3 SF314-57G-53QQ,I5G10,144.0,NVIDIA MX350,4.0,256.0,0.0,14.0,fhd,89000,-0.8960574996976416
acer,Swift 3 SF314-57G-560R,I5G10,144.0,NVIDIA MX350,4.0,512.0,0.0,14.0,fhd,93000,-0.8358750772779524
acer,Swift 3,ryzen5,144.0,AMD VEGA 8,8.0,256.0,0.0,14.0,fhd,95000,-0.8057838660681078
acer,Swift 3 SF314-57G-57ZV,I5G10,144.0,NVIDIA MX350,8.0,256.0,0.0,14.0,fhd,97000,-0.7756926548582632
acer,Nitro 5,I5G9,144.0,GTX 1650,8.0,128.0,1024.0,16.0,fhd,107000,-0.6252365988090401
acer,Nitro 5,I5G10,144.0,GTX 1650,8.0,256.0,0.0,16.0,fhd,112000,-0.5500085707844287
acer,Swift 3 SF314-57G-74RA,I7G10,144.0,NVIDIA MX350,8.0,256.0,0.0,14.0,fhd,115000,-0.5048717539696618
acer,Nitro 5,I5G10,144.0,GTX 1650ti,8.0,256.0,0.0,16.0,fhd_touch,118000,-0.45973493715489483
acer,Spin 3,I7G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,120000,-0.42964372594505024
acer,Nitro 5,ryzen5,144.0,GTX 1650Ti,8.0,256.0,0.0,16.0,fhd_touch,123000,-0.3845069091302833
acer,Nitro 5,I5G8,144.0,GTX 1050,8.0,0.0,1024.0,16.0,fhd,125000,-0.3544156979204387
acer,Nitro 5,ryzen5,144.0,GTX 1650ti,8.0,512.0,0.0,16.0,fhd,125000,-0.3544156979204387
acer,Nitro 5,I5G10,144.0,GTX 1650ti,8.0,512.0,0.0,16.0,fhd,129000,-0.2942332755007495
acer,Nitro 5,I7,144.0,GTX 1650ti,8.0,0.0,1024.0,16.0,fhd_touch,137000,-0.17386843066137106
acer,Nitro Spin 5,I7G8,144.0,GTX 1050,8.0,0.0,1024.0,16.0,fhd,143000,-0.08359479703183725
acer,Nitro 5,I7,144.0,GTX 1650ti,8.0,512.0,0.0,16.0,fhd,144000,-0.06854919142691496
acer,Nitro 5,I7G10,144.0,GTX 1650ti,8.0,256.0,0.0,16.0,fhd,145000,-0.05350358582199265
acer,Nitro 5,I5G10,144.0,RTX 2060,8.0,0.0,1024.0,16.0,fhd,148000,-0.00836676900722574
acer,Predator Helios  300,I5G10,144.0,GTX 1660Ti,8.0,512.0,0.0,16.0,fhd,149000,0.006678836597696563
acer,Nitro 5,I7G10,144.0,GTX 1650ti,8.0,512.0,0.0,16.0,fhd_touch,155000,0.09695247022723039
acer,Nitro Spin 5,I7G8,144.0,GTX 1050,16.0,256.0,1024.0,16.0,fhd,158000,0.14208928704199728
acer,Nitro 5,I7G9,144.0,RTX 2060,16.0,256.0,0.0,16.0,fhd,165000,0.2474085262764534
acer,Predator Helios 300,I7G10,144.0,GTX 1660Ti,16.0,512.0,0.0,16.0,fhd,169000,0.3075909486961426
acer,Predator Helios 300,I7G10,144.0,GTX 1660Ti,16.0,1024.0,0.0,16.0,fhd,190000,0.623548666399511
acer,Predator Helios 300,I7G10,120.0,RTX 2060,16.0,512.0,0.0,16.0,fhd,195000,0.6987766944241225
acer,Predator Triton 300,I7G10,144.0,RTX 2060,16.0,512.0,0.0,16.0,fhd,205000,0.8492327504733456
acer,Predator Triton 300,I7G10,144.0,RTX 2060,16.0,512.0,0.0,16.0,fhd,215000,0.9996888065225685
acer,Predator Helios 300,I7G10,240.0,RTX 2070,16.0,512.0,0.0,16.0,fhd,235000,1.3006009186210146
acer,Predator Triton 300,I7G10,144.0,RTX 2070,16.0,512.0,0.0,16.0,fhd,235000,1.3006009186210146
acer,Predator Triton 500,I7G10,144.0,RTX 2070,16.0,512.0,0.0,16.0,fhd,265000,1.7519690867686837
asus,VivoBook 15 X515MA,celeron,144.0,Intel,4.0,256.0,0.0,16.0,fhd,48000,-1.512927329499456
asus,VivoBook E410MA,celeron,144.0,Intel,4.0,256.0,0.0,14.0,fhd_touch,48000,-1.512927329499456
asus,VivoBook Flip 14 TP401MA,celeron,144.0,Intel,4.0,128.0,0.0,14.0,fhd,57700,-1.3669849551317097
asus,VivoBook 14 X415JA,I3G10,144.0,Intel,4.0,256.0,0.0,14.0,fhd,63000,-1.2872432454256215
asus,VivoBook 14 X413EA,I3G11,144.0,Intel,4.0,256.0,0.0,14.0,fhd,67000,-1.2270608230059323
asus,VIVOBOOK X409JA,I5G10,144.0,Intel,4.0,256.0,0.0,14.0,fhd_touch,75000,-1.1066959781665537
asus,VivoBook Flip 14 TP412FA,I3G10,144.0,Intel,4.0,256.0,0.0,14.0,fhd,83000,-0.9863311333271754
asus,VivoBook 14 X415JA,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,83000,-0.9863311333271754
