brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price,zscore_price
msi,msi Modern 15 A11SB,I7G11,144.0,MX450,8.0,512.0,0.0,16.0,fhd,148000,-0.00836676900722574
msi,msi Summit B15 A11M,I5G11,144.0,Iris Xe,8.0,512.0,0.0,16.0,fhd,138000,-0.15882282505644876
msi,msi Summit B15 A11M,I7G11,144.0,Iris Xe,8.0,512.0,0.0,16.0,fhd,168000,0.2925453430912203
msi,msi Summit E15 A11SCS,I7G11,144.0,GTX 1650 Ti,16.0,1024.0,0.0,16.0,fhd,249000,1.511239397089927
msi,msi Summit E15 A11SCS,I7G11,144.0,GTX 1650 Ti,16.0,1024.0,0.0,16.0,4k,259000,1.66169545313915
microsoft,Microsoft Surface Pro 7,I3,144.0,Intel,4.0,128.0,0.0,12.0,fhd,117000,-0.4747805427598171
microsoft,Microsoft Surface Pro 7,I5,144.0,Intel,8.0,128.0,0.0,12.0,fhd,142000,-0.09864040263675956
microsoft,Microsoft Surface Pro 7,I5,144.0,Intel,8.0,256.0,0.0,12.0,fhd,188000,0.5934574551896664
microsoft,Microsoft Surface Pro 7,I7,144.0,Intel,16.0,256.0,0.0,12.0,fhd,228000,1.1952816793865584
microsoft,Microsoft Surface Laptop 3,I5,144.0,Intel,8.0,128.0,0.0,14.0,fhd,159000,0.1571348926469196
microsoft,Microsoft Surface Laptop 3,ryzen3,144.0,Radeon Vega 9,8.0,128.0,0.0,15.0,fhd,187000,0.5784118495847441
razer,Razer Blade Stealth,I7G11,120.0,GTX 1650 Ti,16.0,512.0,0.0,16.0,fhd,289000,2.113063621286819
razer,Razer Blade 15,I7G10,144.0,RTX 2060,16.0,512.0,0.0,16.0,fhd,279000,1.9626075652375958
razer,Razer Blade 15,I7G10,144.0,RTX 2070,16.0,512.0,0.0,16.0,fhd,310000,2.429021338990187
ripple,Pandora,I7G11,144.0,Iris Xe,8.0,256.0,0.0,16.0,fhd,75000,-1.1066959781665537
ripple,Artifact,I5G10,144.0,GTX 1650 Ti,8.0,256.0,0.0,16.0,fhd,120000,-0.42964372594505024
ripple,Artifact Pro,I7,144.0,RTX 2060,8.0,256.0,0.0,16.0,fhd,175000,0.39786458232567645
ripple,Artifact Pro,I7,144.0,RTX 3060,16.0,256.0,0.0,16.0,fhd,200000,0.774004722448734
ripple,Raze,I5G11,144.0,RTX 3050,8.0,256.0,0.0,16.0,fhd,150000,0.021724442202618866
ripple,Raze Pro,I7G11,144.0,RTX 3050,8.0,256.0,0.0,16.0,fhd,200000,0.774004722448734
ripple,Genos,ryzen3,144.0,RTX 2060,8.0,256.0,0.0,16.0,fhd,185000,0.5483206383748994
ripple,Genos Pro,ryzen3,144.0,RTX 2070,8.0,256.0,0.0,16.0,fhd,225000,1.1501448625717916
hp,15CS3079 Pavilion ,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,86000,-0.9411943165124085
asus ,TUF FX 506LI GAMING LAPTOP,I5,144.0,GTX 1650 TI 4 ,8.0,256.0,0.0,16.0,fhd,115000,-0.5048717539696618
hp ,PAVILION POWER 15 GAMING,I5G10,144.0,GTX1650 4 ,8.0,256.0,0.0,16.0,fhd,112000,-0.5500085707844287
hp ,24-DF0309 ,I3G10,144.0,Intel,12.0,256.0,0.0,24.0,fhd,88000,-0.9111031053025639
hp ,15-GW0010 ,ryzen3,144.0,Intel,4.0,128.0,1024.0,16.0,fhd,63500,-1.2797204426231603
lenovo , V14 ,ryzen5,144.0,AMD Radeon,8.0,0.0,1024.0,14.0,fhd,78500,-1.0540363585493258
hp ,Hp-14,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,84000,-0.9712855277222531
hp ,Hp-14,ryzen,144.0,Radeon Vega 3,4.0,0.0,1024.0,14.0,fhd,56000,-1.3925624846600777
hp ,Pavilion 14-CE3065 ,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,85000,-0.9562399221173308
lenovo ,Legion 5 15IMH05H ,I7G10,60.0,NVIDIA GTX 1660 Ti,8.0,512.0,0.0,14.0,hd,155000,0.09695247022723039
dell,Inspiron 5391 ,I7G10,60.0,Nvidia MX 250,8.0,512.0,0.0,13.0,hd,116000,-0.4898261483647394
lenovo ,Yoga 7 15ITL5,I5G11,144.0,Intel,8.0,256.0,0.0,16.0,touch,107000,-0.6252365988090401
hp ,Hp-15-DY1076 ,I5G10,60.0,Intel,8.0,256.0,0.0,16.0,hd,80000,-1.0314679501419424
hp ,Hp-255,ryzen5,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,74000,-1.1217415837714761
hp, 15-da2180nia ,I5G10,60.0,Intel,4.0,0.0,1024.0,16.0,hd,76000,-1.0916503725616316
hp ,Hp- 14,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,84000,-0.9712855277222531
hp ,Hp-15  ,I5G11,60.0,Intel,8.0,256.0,0.0,16.0,hd,86000,-0.9411943165124085
hp ,Hp-14 ,I3G10,60.0,Intel,8.0,256.0,0.0,14.0,hd,65000,-1.257152034215777
dell, Vostro 3591 ,I7G10,144.0,Nvidia MX230 2,8.0,512.0,0.0,16.0,fhd,115000,-0.5048717539696618
dell, Vostro 3401,I3G10,60.0,Integrated Graphics,4.0,0.0,1024.0,14.0,hd,57500,-1.369994076252694
lenovo ,Ideapad Slim 3i,I3G10,144.0,Intel,8.0,256.0,0.0,16.0,fhd,63000,-1.2872432454256215
lenovo ,ThinkBook 14-IIL 20SL0016US,I5G10,60.0,AMD Radeon TM 630 Graphic,8.0,0.0,1024.0,14.0,hd,95000,-0.8057838660681078
lenovo ,IdeaPad S540,I5G10,144.0,Intel,8.0,256.0,0.0,13.0,qhd,95000,-0.8057838660681078
lenovo, IdeaPad 130,I3G8,144.0,Intel,4.0,0.0,1024.0,16.0,fhd,56000,-1.3925624846600777
apple ,MacBook Air ,I3,144.0,Intel,8.0,256.0,0.0,13.0,retina,138000,-0.15882282505644876
apple, MacBook Air ,I5,144.0,Intel,8.0,512.0,0.0,13.0,retina,195000,0.6987766944241225
apple, MacBook Air,m1,144.0,Intel,8.0,512.0,0.0,13.0,fhd,205000,0.8492327504733456
dell,Inspiron 7490-7842SLV,I7G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,115000,-0.5048717539696618
acer ,Aspire 5,I5G10,60.0,Intel,8.0,512.0,0.0,16.0,hd,85000,-0.9562399221173308
acer,Swift 3,ryzen5,144.0,Intel,8.0,256.0,0.0,14.0,fhd,88000,-0.9111031053025639
acer,Swift 3 ,ryzen5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,96000,-0.7907382604631855
acer ,Nitro 5 ,ryzen5,144.0,NVIDIA GeForce GTX 1650 ,8.0,256.0,0.0,16.0,fhd,108000,-0.6101909932041178
acer ,Nitro 5,I5G10,144.0,GTX 1650 Graphics,8.0,256.0,0.0,16.0,fhd,112000,-0.5500085707844287
hp ,Envy 13 ,I5G11,144.0,Intel,8.0,256.0,0.0,13.0,fhd,116000,-0.4898261483647394
lenovo ,Yoga7 ,I7G11,144.0,Intel,12.0,512.0,0.0,14.0,fhd_touch,132000,-0.2490964586859826
lenovo ,Flex 5 ,I7,144.0,Intel,8.0,512.0,0.0,14.0,fhd_touch,115000,-0.5048717539696618
lenovo ,Flex 5 ,ryzen3,144.0,Intel,8.0,256.0,0.0,14.0,fhd_touch,74000,-1.1217415837714761
lenovo ,Legion 5 15IMH05H ,I7G10,60.0,NVIDIA GTX 1650 Ti,8.0,512.0,0.0,16.0,hd,145000,-0.05350358582199265
lenovo , Ideapad Slim 3i,I3G10,60.0,Intel,8.0,256.0,0.0,16.0,hd,64000,-1.272197639820699
lenovo ,Yoga C740,I7G10,144.0,Intel,16.0,256.0,0.0,16.0,fhd_touch,165000,0.2474085262764534
lenovo ,IdeaPad Flex 5,I5G10,144.0,Intel,16.0,512.0,0.0,14.0,fhd_touch,100000,-0.7305558380434963
lenovo ,IdeaPad 3 ,I5G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,82000,-1.0013767389320978
lenovo ,Legion 5 15IMH05H ,I7G10,60.0,NVIDIA RTX 2060,16.0,512.0,0.0,16.0,hd,180000,0.47309261035028793
lenovo , Yoga 7i ,I7G11,144.0,Intel,12.0,512.0,0.0,14.0,fhd_touch,132000,-0.2490964586859826
lenovo ,Flex 5 14IIL05 ,I5G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,92000,-0.8509206828828747
lenovo ,V14 ,ryzen5,144.0,AMD Radeon,8.0,0.0,1024.0,14.0,fhd,78500,-1.0540363585493258
lenovo, V14 ,celeron,60.0,Intel hd graphic,4.0,0.0,1024.0,14.0,hd,45000,-1.5580641463142229
dell,XPS 13 7390 ,I7G10,144.0,Intel uhd Graphics,16.0,512.0,0.0,13.0,fhd_touch,190000,0.623548666399511
dell,Inspiron 7405,ryzen5,60.0,Intel,8.0,256.0,0.0,14.0,hd,109500,-0.5876225847967343
dell,Inspiron 7306,I7G11,144.0,Iris Xe Graphics ,16.0,512.0,0.0,13.0,uhd,166000,0.26245413188137573
dell,G5 5500  ,I7G10,144.0,NVIDIA GTX 1650Ti 4,8.0,256.0,0.0,16.0,fhd,150000,0.021724442202618866
asus ,Zenbook 14 ,ryzen,144.0,NVIDIA GEFORCE MX350,8.0,256.0,0.0,14.0,fhd,95000,-0.8057838660681078
asus ,VivoBook 15 F515,I3G10,144.0,Intel,4.0,128.0,0.0,16.0,fhd,60000,-1.3323800622403883
asus ,E410MA ,celeron,60.0,Intel,4.0,256.0,0.0,14.0,hd,48000,-1.512927329499456
asus ,TUF TUF506IU-ES74 ,I7,144.0,GeForce GTX 1660 Ti  6,16.0,512.0,0.0,16.0,hd,155000,0.09695247022723039
asus, Vivobook Flip 14,pentium,60.0,Intel,4.0,128.0,0.0,14.0,hd,57500,-1.369994076252694
asus ,VivoBook Flip 14 ,ryzen5,144.0,Intel,8.0,512.0,0.0,14.0,fhd_touch,108000,-0.6101909932041178
asus ,Vivobook Flip TP412FA-DS51T-CA ,I5G10,144.0,Intel,8.0,512.0,0.0,14.0,fhd,112000,-0.5500085707844287
asus ,VivoBook 512JA ,I5G10,144.0,Intel,8.0,256.0,0.0,16.0,fhd_touch,86000,-0.9411943165124085
asus , ROG Zephyrus G14,ryzen9,144.0,NVIDIA GeForce RTX 2060,16.0,1.0,0.0,16.0,fhd,200000,0.774004722448734
asus ,TUF FX 506LI ,I5,144.0,GTX 1650 TI 4 GRAPHIC,8.0,256.0,0.0,16.0,fhd,115000,-0.5048717539696618
hp , Hp-14,ryzen3,60.0,Radeon Vega 3 ,4.0,0.0,1024.0,14.0,hd,59000,-1.3474256678453107
hp ,15-DY1045 ,I5G10,144.0,Intel,8.0,256.0,0.0,16.0,fhd,85000,-0.9562399221173308
hp ,Envy x360 ,I7G11,144.0,Intel,8.0,512.0,0.0,13.0,fhd_touch,138000,-0.15882282505644876
hp, OMEN 15 ,I7G10,144.0,NVIDIA GTX 1660 Ti,8.0,256.0,1024.0,16.0,fhd,160000,0.1721804982518419
hp ,15CS3079NR Pavilion ,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,89000,-0.8960574996976416
hp ,Hp-14,I3G11,144.0,Intel,8.0,256.0,0.0,14.0,fhd_touch,75000,-1.1066959781665537
hp ,Pavilion x360,I5G10,144.0,Intel,8.0,256.0,0.0,14.0,fhd,95000,-0.8057838660681078
hp, Pavilion x360 14M,I3G10,144.0,Intel,8.0,128.0,0.0,14.0,touch,74000,-1.1217415837714761
hp ,15-DY2056 ,I5G11,60.0,Intel,12.0,256.0,0.0,16.0,hd,94500,-0.8133066688705689
hp ,Hp-14,ryzen3,60.0,Intel,4.0,0.0,1024.0,14.0,hd,56000,-1.3925624846600777
hp ,Pavilion 14 DV0010,I5G11,144.0,Intel,8.0,256.0,0.0,14.0,fhd,92000,-0.8509206828828747
hp ,Hp-14 (2021),I3G11,60.0,Intel,8.0,256.0,0.0,14.0,hd,75000,-1.1066959781665537
hp ,Hp-14,I5G10,60.0,Intel,8.0,256.0,0.0,14.0,hd,84000,-0.9712855277222531
hp ,Hp-15-GW0010 ,ryzen3,144.0,Intel,4.0,128.0,1024.0,16.0,fhd,63500,-1.2797204426231603
hp ,24-DF0309 ,I3G10,144.0,Intel,12.0,256.0,0.0,24.0,fhd,88000,-0.9111031053025639
hp ,PAVILION POWER 15 GAMING,I5G10,144.0,GTX1650 4 ,8.0,256.0,0.0,16.0,fhd,112000,-0.5500085707844287
hp ,15CS3079 Pavilion,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,86000,-0.9411943165124085
asus,TUF Dash FX516PM,I7,144.0,Intel,16.0,512.0,0.0,16.0,fhd,209990,0.9243103224419078
acer,A515,I5,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,86990,-0.9262991669635354
acer,A515,ryzen3,144.0,Intel,4.0,128.0,0.0,16.0,fhd,59990,-1.3325305182964375
acer,Predator,I7,144.0,Intel,16.0,512.0,0.0,16.0,fhd,182990,0.5180789711090056
acer,SF314-57G,I5,144.0,Intel,8.0,256.0,0.0,14.0,fhd,95990,-0.7908887165192348
acer,SF314-57G,I7,144.0,Intel,8.0,512.0,0.0,14.0,fhd,115990,-0.48997660442078866
acer,SF714-52T,I7,144.0,Intel,16.0,512.0,0.0,14.0,fhd,142990,-0.08374525308788648
apple,MacBook Air,I3,144.0,Intel,8.0,256.0,0.0,13.0,qhd,139990,-0.12888206990265338
apple,MacBook Air,I7G10,144.0,Intel,8.0,512.0,0.0,13.0,qhd,189990,0.6233982103434618
apple,MacBook Pro,I5,144.0,Intel,8.0,256.0,0.0,13.0,qhd,189990,0.6233982103434618
asus,FA506 ,I7,144.0,Intel,8.0,512.0,0.0,16.0,fhd,157990,0.14193883098594806
asus,ROG ZEPHYRUS GA401QM,ryzen9,144.0,Intel,16.0,1024.0,0.0,14.0,fhd,274990,1.9022746867618574
asus,Strix G512LI,I7,144.0,Intel,8.0,512.0,0.0,16.0,fhd,144990,-0.053654041878041875
asus,TP412UA,I7,144.0,Intel,8.0,256.0,0.0,14.0,fhd,106990,-0.6253870548650894
asus,VivoBook Flip 14 TP412FA,I3,144.0,Intel,4.0,128.0,0.0,14.0,fhd,67990,-1.2121656734570592
asus,VivoBook R564JA,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,84990,-0.95639037817338
asus,ZenBook,ryzen5,144.0,Intel,8.0,256.0,0.0,14.0,fhd,99990,-0.7307062940995455
dell,3501,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,94990,-0.805934322124157
dell,3501,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,82990,-0.9864815893832246
dell,5505,I7,144.0,Intel,8.0,256.0,0.0,16.0,fhd,109990,-0.5802502380503225
dell,G5-15,I7,144.0,Intel,8.0,256.0,0.0,16.0,fhd,135990,-0.1890644923223426
dell,In 5400,I3,60.0,Intel uhd,4.0,128.0,0.0,14.0,hd,74990,-1.106846434222603
dell,In 5402,I5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,108990,-0.5952958436552448
dell,In 5406,I5,60.0,Intel,8.0,256.0,0.0,14.0,hd,112990,-0.5351134212355556
dell,In 5406,I7,144.0,Intel,8.0,512.0,0.0,14.0,fhd,123990,-0.36961175958141024
dell,In 5502,I7,144.0,Intel,8.0,256.0,0.0,16.0,fhd,119990,-0.4297941820010994
dell,In 7490,I7,144.0,Intel,8.0,512.0,0.0,14.0,fhd,114990,-0.5050222100257109
dell,In 7506,I5,144.0,Intel,12.0,512.0,0.0,16.0,fhd,119990,-0.4297941820010994
dell,Vostro 3400,I5,144.0,Intel,4.0,0.0,1024.0,14.0,fhd,78990,-1.0466640118029138
dell,Vostro 3400,I5,144.0,Intel,8.0,256.0,0.0,14.0,fhd,82990,-0.9864815893832246
dell,Vostro 3400,I7,144.0,Intel,8.0,512.0,0.0,14.0,fhd,115990,-0.48997660442078866
dell,Vostro 3401,I3,60.0,Intel,4.0,128.0,1024.0,14.0,hd,62990,-1.2873937014816708
dell,Vostro 3401,I3,60.0,Intel,4.0,0.0,1024.0,14.0,hd,58990,-1.34757612390136
dell,Vostro 3500,I5,144.0,Intel,4.0,0.0,1024.0,16.0,fhd,78990,-1.0466640118029138
dell,Vostro 3500,I7,144.0,Intel,8.0,512.0,0.0,16.0,fhd,115990,-0.48997660442078866
dell,Vostro 3501,I3,60.0,Intel,4.0,0.0,1024.0,16.0,hd,58990,-1.34757612390136
hp,14-cf2224nia,I5,60.0,Intel,4.0,0.0,1024.0,14.0,hd,82990,-0.9864815893832246
hp,14-cf2224nia,I5,60.0,Intel,8.0,128.0,1024.0,14.0,hd,89990,-0.8811623501487685
hp,14-dq1043,I3,144.0,Intel,8.0,256.0,0.0,14.0,fhd,64990,-1.2573024902718262
hp,14-dq1059wm,I5,60.0,Intel,8.0,256.0,0.0,14.0,hd,78990,-1.0466640118029138
hp,15-DW3048NE,I3,60.0,Intel,8.0,256.0,0.0,16.0,hd,64990,-1.2573024902718262
hp,15-dy1071wm,I7,60.0,Intel,8.0,256.0,0.0,16.0,hd,99990,-0.7307062940995455
hp,15-dy2021nr,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,84990,-0.95639037817338
hp,ENVY 13-ba1000,I5,144.0,Intel,8.0,256.0,0.0,13.0,fhd,114990,-0.5050222100257109
hp,ENVY-13m-bd0023dx,I7,144.0,Intel,8.0,512.0,0.0,13.0,fhd_touch,137990,-0.158973281112498
hp,OMEN-15,I7,144.0,Intel,16.0,512.0,0.0,16.0,fhd,181990,0.5030333655040833
hp,Pav 15-eh0050wm,ryzen5,144.0,Intel,8.0,512.0,0.0,16.0,fhd,91990,-0.8510711389389239
hp,Pav Gaming 15-ec1073dx,ryzen5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,102990,-0.6855694772847786
hp,Pav Gaming-15-ec0013dx,ryzen5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,89990,-0.8811623501487685
hp,14-dk1025wm,ryzen3,60.0,Intel,4.0,0.0,1024.0,14.0,hd,58990,-1.34757612390136
hp,15-dw3047nr,I7,144.0,Intel,8.0,256.0,0.0,16.0,fhd,106990,-0.6253870548650894
hp,OMEN-15-dh1019nr,I7,144.0,Intel,32.0,512.0,0.0,16.0,fhd,259990,1.6765906026880228
lenovo,LEGION 5,I7,144.0,Intel,8.0,512.0,0.0,16.0,fhd,156990,0.12689322538102576
lenovo,LEGION 5,ryzen5,144.0,Intel,8.0,256.0,1024.0,16.0,fhd,124990,-0.35456615397648794
lenovo,15IIL05,I7,144.0,Intel,12.0,512.0,0.0,16.0,fhd,94990,-0.805934322124157
lenovo,E41-45,I7G10,60.0,Intel,4.0,0.0,1024.0,14.0,hd,41990,-1.603351419185039
lenovo,Flex14IML,I7,144.0,Intel,16.0,512.0,0.0,14.0,fhd,124990,-0.35456615397648794
lenovo,IdeaPad 3,I5,144.0,Intel,8.0,512.0,0.0,14.0,fhd,79990,-1.0316184061979916
lenovo,IdeaPad 3,I7,60.0,Intel,8.0,0.0,1024.0,14.0,hd,99990,-0.7307062940995455
lenovo,S540,I7,144.0,Intel,16.0,512.0,0.0,13.0,qhd,129990,-0.2793381259518764
lenovo,S540,I7,144.0,Intel,8.0,256.0,0.0,13.0,qhd,119990,-0.4297941820010994
lenovo,slim 7 14IIL05,I7,144.0,Intel,16.0,512.0,0.0,14.0,fhd,134990,-0.2041100979272649
lenovo,V130 Cel,celeron,60.0,Intel,4.0,0.0,1024.0,16.0,hd,46990,-1.5281233911604275
lenovo,V130 Cel,celeron,60.0,Intel,4.0,512.0,0.0,16.0,hd,44990,-1.558214602370272
lenovo,Yoga 7,I7,144.0,Intel,12.0,512.0,0.0,14.0,fhd,134990,-0.2041100979272649
msi,GL65-9SDK,I7,120.0,Intel,16.0,512.0,0.0,16.0,fhd,164990,0.2472580702204042
msi,GS66 Stealth,I7,120.0,Intel,16.0,512.0,0.0,16.0,fhd,181990,0.5030333655040833
acer,NITRO AN515,I5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,117990,-0.45988539321094407
acer,NITRO AN515,ryzen5,144.0,Intel,8.0,256.0,0.0,16.0,fhd,107990,-0.6103414492601671
acer,NITRO AN515,I7,144.0,Intel,8.0,0.0,1024.0,16.0,fhd,134990,-0.2041100979272649
acer,ASPIRE 7 ,I7G8,60.0,GTX 1050Ti 4,16.0,256.0,1024.0,16.0,hd,126800,-0.32733360783157855
acer,Nitro 5 ,I5G10,60.0,GTX 1050 4,8.0,256.0,0.0,16.0,hd,116800,-0.4777896638808016
acer,Nitro 5 ,I7G9,144.0,RTX 2060,16.0,256.0,0.0,16.0,fhd,160800,0.18421698273577974
acer,Nitro 5 ,I5G9,60.0,GTX 1650 4,8.0,512.0,0.0,16.0,hd,108800,-0.5981545087201801
acer, Predator Helios 300 ,I7G10,144.0,RTX 2060 6,16.0,512.0,0.0,16.0,fhd,180800,0.4851290948342258
acer, Predator Helios 300 2019 ,I7G9,144.0,GTX 1660Ti 6,16.0,256.0,0.0,16.0,fhd,150800,0.03376092668655671
acer, Predator Triton 300 Gaming Laptop,I7G10,144.0,NVIDIA RTX 2070,16.0,512.0,0.0,16.0,fhd,214800,0.9966796854015841
acer, Predator Triton 500 ,I7G9,144.0,RTX 2060 6,16.0,512.0,0.0,16.0,fhd,196800,0.7258587845129827
acer, Swift 7 ,I7,144.0,Intel,8.0,51.0,0.0,13.0,fhd,120800,-0.4176072414611124
alienware, AREA-51M ,I7G9,144.0,RTX 2070 8,32.0,256.0,1024.0,17.0,fhd,432800,4.2766217072746455
apple, Macbook Air  2019 ,I5,144.0,Intel,8.0,128.0,0.0,13.0,retina,146800,-0.026421495733132502
apple, Macbook Air  2019,I5,144.0,Intel,8.0,256.0,0.0,13.0,retina,174800,0.39485546120469195
apple, MacBook Air M1 chip with 8-core CPU,I7G10,144.0,Intel,8.0,0.0,512.0,13.0,retina,194800,0.695767573303138
apple, MacBook Air M1 Chip with 8-core CPU,I7G10,144.0,Intel,8.0,256.0,0.0,13.0,retina,146800,-0.026421495733132502
apple, MacBook Pro 16,I7,144.0,AMD Radeon Pro 5300M 4,16.0,0.0,512.0,13.0,fhd,320800,2.5915138795233483
apple, MacBook Pro 16,I9,144.0,AMD Radeon Pro 5500M 4,16.0,1024.0,0.0,13.0,fhd,384800,3.5544326382383757
asus, ROG ,I7G10,144.0,GTX 1650 4,8.0,512.0,0.0,16.0,fhd,130800,-0.26715118541188937
asus, ROG Strix G15 Gaming Laptop,I7G10,240.0,RTX 2060 6,16.0,512.0,0.0,16.0,ips,196800,0.7258587845129827
asus, ROG Strix G15 ,I7G10,144.0,GTX 1650Ti 4,8.0,512.0,0.0,16.0,fhd,148800,0.003669715476712102
asus, ROG Strix SCAR ,I7G8,144.0,GTX 1070 8,16.0,512.0,0.0,16.0,fhd,172800,0.36476424999484736
asus, ROG Strix Scar II ,I7G8,144.0,RTX 2070 8,16.0,512.0,0.0,16.0,fhd,236800,1.3276830087098748
asus, ROG Zephyrus G ,ryzen3,120.0,GTX 1660Ti 6,16.0,512.0,0.0,16.0,fhd,156800,0.12403456031609053
asus, ROG Zephyrus G14 ,ryzen9,120.0,RTX 2060 6,16.0,1024.0,0.0,14.0,fhd,196800,0.7258587845129827
asus, ROG Zephyrus ,I7,144.0,GTX 1650 4,8.0,512.0,0.0,16.0,fhd,168800,0.30458182757515817
asus, ROG Zephyrus G15,I7,144.0,GTX 1660Ti 6G,16.0,1024.0,0.0,16.0,fhd,179800,0.4700834892293035
asus, ROG Zephyrus M15 ,I7G10,240.0,RTX 2070 Max-Q 8 ,16.0,1024.0,0.0,16.0,fhd,228800,1.2073181638704964
asus, ROG Zephyrus S Ultra Slim,I7G8,144.0,GTX 1070 8,16.0,512.0,0.0,16.0,fhd,205000,0.8492327504733456
asus, TUF Dash F15 ,I7G11,144.0,RTX 3060 6,16.0,512.0,0.0,16.0,fhd,196800,0.7258587845129827
asus, TUF Gaming A15 Gaming Laptop,ryzen5,192.0,GTX 1650ti 4,8.0,512.0,0.0,16.0,ips,130800,-0.26715118541188937
asus, TUF Gaming A15,I7,144.0,GTX 1660 Ti 6,16.0,512.0,1024.0,16.0,fhd,164800,0.24439940515546896
asus, TUF i5 ,I5G10,144.0,GTX 1650 Ti,8.0,256.0,0.0,16.0,fhd,110800,-0.5680632975103354
asus, VivoBook 15 ,I7G10,144.0,RX Vega 10 Graphics,8.0,512.0,0.0,16.0,fhd,102800,-0.6884281423497138
asus, ZenBook 15 ,I7G8,144.0,GTX 1050 Max-Q 2,16.0,512.0,0.0,16.0,fhd,140800,-0.11669512936266632
asus, ZENBOOK FLIP,I7G8,144.0,Intel,16.0,512.0,0.0,14.0,fhd,134800,-0.20696876299220013
bigbyte, Dominant BBDMT30 ,I7G10,144.0,RTX 3060 6,16.0,1024.0,0.0,16.0,ips,199800,0.7709956013277496
bigbyte, Dominant powerful lightweight Laptop,I7G10,144.0,RTX 3060 6,32.0,1024.0,0.0,16.0,fhd,210800,0.9364972629818948
bigbyte, RT20601T ,I7G10,144.0,RTX 2060 6,16.0,1024.0,0.0,16.0,fhd,168800,0.30458182757515817
bigbyte, Workstation Laptop ,I7G10,144.0,16 MB Cache RTX 3060 6,64.0,1024.0,0.0,16.0,fhd,238800,1.3577742199197194
bigbyte, Workstation Laptop ,I7G10,144.0,RTX 3060 6,64.0,2048.0,0.0,16.0,fhd,258800,1.6586863320181655
dell, alienware 15 R4 ,I7G8,60.0,GTX 1060 6 GDDR5,16.0,256.0,1024.0,16.0,fhd,160800,0.18421698273577974
dell, alienware 17 R5,I9,120.0,GTX 1070 8 DDR5 OC,16.0,256.0,1024.0,17.0,hd,270800,1.839233599277233
dell, alienware 17R5,I7G8,60.0,GTX 1070 8,16.0,256.0,1024.0,17.0,fhd,225800,1.1621813470557294
dell, alienware M17 ,I7G9,144.0,RTX 2070 8,16.0,512.0,1024.0,17.0,4k,318800,2.5614226683135035
dell, G3 15 3590,I5G9,60.0,GTX 1660 Ti 6,8.0,512.0,0.0,16.0,fhd,120800,-0.4176072414611124
dell, G5 15 SE Gaming Laptop ,I7,144.0,AMD RX 5600M 6,16.0,512.0,0.0,16.0,fhd,158800,0.15412577152593512
dell, G5 15 SE Gaming Laptop ,I7,144.0,AMD RX 5600M 6,8.0,512.0,0.0,16.0,fhd,152800,0.06385213789640132
dell, G7 15 7590 ,I7G8,60.0,RTX 2060 6 ,16.0,128.0,1024.0,16.0,fhd,180800,0.4851290948342258
dell, G7 17 7700 Gaming Laptop ,I7G10,144.0,RTX 2070 SUPER 8,32.0,1024.0,0.0,17.0,fhd,280800,1.989689655326456
dell, Inspiron 15 5575 ,I7,144.0,AMD RX Vega 10,16.0,512.0,0.0,16.0,fhd,114800,-0.5078808750906462
dell, inspiron 3593 ,I5G10,144.0,Intel,12.0,512.0,0.0,16.0,touch,88800,-0.8990666208186261
dell, inspiron 7370 ,I5G8,144.0,Intel,8.0,256.0,0.0,13.0,fhd,94800,-0.8087929871890922
dell, Inspiron 7380,I7G10,144.0,Intel,8.0,8.0,256.0,13.0,fhd,114800,-0.5078808750906462
dell, Inspiron 7490- ,I7G10,192.0,Intel Uhd Graphics,8.0,512.0,0.0,14.0,ips,128800,-0.29724239662173396
dell, Inspiron 7586 ,I5G8,144.0,Intel,8.0,256.0,0.0,16.0,touch,96800,-0.7787017759792476
dell, Precision 5540 ,I7G8,144.0,T1000 4 Qudro,32.0,512.0,0.0,16.0,4k_touch,238800,1.3577742199197194
dell, Precision 7550 Workstation ,I5G10,144.0,NVIDIA Quadro RTX 4000 w/8 GDDR6,64.0,1024.0,0.0,16.0,fhd,298800,2.2605105562150576
