brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price
asus,TUF TUF5,I7,144,GeForce GT,16,512,0,16,hd,155000
asus,Vivobook,pe,60,Intel,4,128,0,14,hd,57500
asus,VivoBook,ry,144,Intel,8,512,0,14,fhd_touch,108000
asus,Vivobook,I5,144,Intel,8,512,0,14,fhd,112000
asus,VivoBook,I5,144,Intel,8,256,0,16,fhd_touch,86000
asus,ROG Zeph,ry,144,NVIDIA GeF,16,1,0,16,fhd,200000
asus,TUF FX 5,I5,144,GTX 1650 T,8,256,0,16,fhd,115000
hp,Hp-14,ry,60,Radeon Veg,4,0,1024,14,hd,59000
hp,15-DY104,I5,144,Intel,8,256,0,16,fhd,85000
hp,Envy x36,I7,144,Intel,8,512,0,13,fhd_touch,138000
hp,OMEN 15,I7,144,NVIDIA GTX,8,256,1024,16,fhd,160000
hp,15CS3079,I5,144,Intel,8,256,0,16,fhd,89000
hp,Hp-14,I3,144,Intel,8,256,0,14,fhd_touch,75000
hp,Pavilion,I5,144,Intel,8,256,0,14,fhd,95000
hp,Pavilion,I3,144,Intel,8,128,0,14,touch,74000
hp,15-DY205,I5,60,Intel,12,256,0,16,hd,94500
hp,Hp-14,ry,60,Intel,4,0,1024,14,hd,56000
hp,Pavilion,I5,144,Intel,8,256,0,14,fhd,92000
hp,Hp-14 (2,I3,60,Intel,8,256,0,14,hd,75000
hp,Hp-14,I5,60,Intel,8,256,0,14,hd,84000
hp,Hp-15-GW,ry,144,Intel,4,128,1024,16,fhd,63500
hp,24-DF030,I3,144,Intel,12,256,0,24,fhd,88000
hp,PAVILION,I5,144,GTX1650 4,8,256,0,16,fhd,112000
hp,15CS3079,I5,144,Intel,8,256,0,16,fhd,86000
asus,TUF Dash,I7,144,Intel,16,512,0,16,fhd,209990
acer,A515,I5,144,Intel,8,0,1024,16,fhd,86990
acer,A515,ry,144,Intel,4,128,0,16,fhd,59990
acer,Predator,I7,144,Intel,16,512,0,16,fhd,182990
acer,SF314-57,I5,144,Intel,8,256,0,14,fhd,95990
acer,SF314-57,I7,144,Intel,8,512,0,14,fhd,115990
acer,SF714-52,I7,144,Intel,16,512,0,14,fhd,142990
apple,MacBook ,I3,144,Intel,8,256,0,13,qhd,139990
apple,MacBook ,I7,144,Intel,8,512,0,13,qhd,189990
apple,MacBook ,I5,144,Intel,8,256,0,13,qhd,189990
asus,FA506,I7,144,Intel,8,512,0,16,fhd,157990
asus,ROG ZEPH,ry,144,Intel,16,1024,0,14,fhd,274990
asus,Strix G5,I7,144,Intel,8,512,0,16,fhd,144990
asus,TP412UA,I7,144,Intel,8,256,0,14,fhd,106990
asus,VivoBook,I3,144,Intel,4,128,0,14,fhd,67990
asus,VivoBook,I5,144,Intel,8,256,0,16,fhd,84990
asus,ZenBook,ry,144,Intel,8,256,0,14,fhd,99990
dell,3501,I5,144,Intel,8,256,0,16,fhd,94990
dell,3501,I5,144,Intel,8,256,0,16,fhd,82990
dell,5505,I7,144,Intel,8,256,0,16,fhd,109990
dell,G5-15,I7,144,Intel,8,256,0,16,fhd,135990
dell,In 5400,I3,60,Intel uhd,4,128,0,14,hd,74990
dell,In 5402,I5,144,Intel,8,512,0,14,fhd,108990
dell,In 5406,I5,60,Intel,8,256,0,14,hd,112990
dell,In 5406,I7,144,Intel,8,512,0,14,fhd,123990
dell,In 5502,I7,144,Intel,8,256,0,16,fhd,119990
dell,In 7490,I7,144,Intel,8,512,0,14,fhd,114990
dell,In 7506,I5,144,Intel,12,512,0,16,fhd,119990
dell,Vostro 3,I5,144,Intel,4,0,1024,14,fhd,78990
dell,Vostro 3,I5,144,Intel,8,256,0,14,fhd,82990
dell,Vostro 3,I7,144,Intel,8,512,0,14,fhd,115990
dell,Vostro 3,I3,60,Intel,4,128,1024,14,hd,62990
dell,Vostro 3,I3,60,Intel,4,0,1024,14,hd,58990
dell,Vostro 3,I5,144,Intel,4,0,1024,16,fhd,78990
dell,Vostro 3,I7,144,Intel,8,512,0,16,fhd,115990
dell,Vostro 3,I3,60,Intel,4,0,1024,16,hd,58990
hp,14-cf222,I5,60,Intel,4,0,1024,14,hd,82990
hp,14-cf222,I5,60,Intel,8,128,1024,14,hd,89990
hp,14-dq104,I3,144,Intel,8,256,0,14,fhd,64990
hp,14-dq105,I5,60,Intel,8,256,0,14,hd,78990
hp,15-DW304,I3,60,Intel,8,256,0,16,hd,64990
hp,15-dy107,I7,60,Intel,8,256,0,16,hd,99990
hp,15-dy202,I5,144,Intel,8,256,0,16,fhd,84990
hp,ENVY 13-,I5,144,Intel,8,256,0,13,fhd,114990
hp,ENVY-13m,I7,144,Intel,8,512,0,13,fhd_touch,137990
hp,OMEN-15,I7,144,Intel,16,512,0,16,fhd,181990
hp,Pav 15-e,ry,144,Intel,8,512,0,16,fhd,91990
hp,Pav Gami,ry,144,Intel,8,256,0,16,fhd,102990
hp,Pav Gami,ry,144,Intel,8,256,0,16,fhd,89990
hp,14-dk102,ry,60,Intel,4,0,1024,14,hd,58990
hp,15-dw304,I7,144,Intel,8,256,0,16,fhd,106990
hp,OMEN-15-,I7,144,Intel,32,512,0,16,fhd,259990
lenovo,LEGION 5,I7,144,Intel,8,512,0,16,fhd,156990
lenovo,LEGION 5,ry,144,Intel,8,256,1024,16,fhd,124990
lenovo,15IIL05,I7,144,Intel,12,512,0,16,fhd,94990
lenovo,E41-45,I7,60,Intel,4,0,1024,14,hd,41990
lenovo,Flex14IM,I7,144,Intel,16,512,0,14,fhd,124990
lenovo,IdeaPad ,I5,144,Intel,8,512,0,14,fhd,79990
lenovo,IdeaPad ,I7,60,Intel,8,0,1024,14,hd,99990
lenovo,S540,I7,144,Intel,16,512,0,13,qhd,129990
lenovo,S540,I7,144,Intel,8,256,0,13,qhd,119990
lenovo,slim 7 1,I7,144,Intel,16,512,0,14,fhd,134990
lenovo,V130 Cel,ce,60,Intel,4,0,1024,16,hd,46990
lenovo,V130 Cel,ce,60,Intel,4,512,0,16,hd,44990
lenovo,Yoga 7,I7,144,Intel,12,512,0,14,fhd,134990
msi,GL65-9SD,I7,120,Intel,16,512,0,16,fhd,164990
