,refreshrate,ram,ssd,rom,display,price,brandname_encoded,model_encoded,cpucore_I3,cpucore_I5,cpucore_I7,cpucore_I9,cpucore_ce,cpucore_m1,cpucore_pe,cpucore_ry,gpu_encoded,displayquality_4k,displayquality_4k_touch,displayquality_WQXGA,displayquality_fhd,displayquality_fhd_touch,displayquality_hd,displayquality_ips,displayquality_qhd,displayquality_retina,displayquality_uhd
103,144,8,512,0,16,112000,4,146,0,0,1,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0
104,144,4,0,1024,16,77501,4,146,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
105,60,8,256,0,14,85000,4,146,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
106,60,8,256,0,14,90000,4,146,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0
107,60,4,0,1024,14,57500,4,146,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
108,60,4,0,1024,14,82500,4,79,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
109,144,8,256,0,13,140000,4,148,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
110,144,8,256,0,13,144800,4,148,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
111,144,16,512,0,13,200000,4,148,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
112,144,8,512,0,13,214740,4,148,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
113,144,8,256,0,13,228050,4,148,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
114,144,16,512,0,13,308850,4,148,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
115,144,16,512,0,13,210800,4,148,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
116,144,8,512,0,16,174800,4,148,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
117,144,16,512,0,16,258800,4,148,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0
118,144,16,512,0,16,268800,4,148,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0
119,144,8,0,0,14,61990,6,159,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
120,60,8,0,0,14,78990,6,159,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
121,60,8,0,0,16,64990,6,159,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
122,60,8,0,0,14,64800,6,159,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
123,60,4,0,0,14,79990,6,159,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
124,60,8,128,1024,14,86990,6,159,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
125,60,8,256,0,16,99990,6,159,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
126,144,8,256,0,14,63000,6,88,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
127,144,4,512,0,14,68500,6,88,1,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
128,144,4,0,1024,14,89000,6,88,0,1,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0
129,144,8,256,0,14,110000,6,100,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
130,144,8,512,0,14,115000,6,100,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
131,144,8,512,0,16,99990,6,100,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
132,144,8,256,0,16,108000,6,100,0,0,0,0,0,0,0,1,18,0,0,0,1,0,0,0,0,0,0
133,144,4,256,0,16,106800,6,100,0,0,0,0,0,0,0,1,18,0,0,0,1,0,0,0,0,0,0
134,144,8,512,0,16,134800,6,100,0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
135,144,8,512,0,16,146800,6,100,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
136,144,8,256,0,13,114990,6,31,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
137,144,8,256,0,13,120000,6,31,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
138,144,8,512,0,13,148000,6,31,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
139,144,8,512,0,13,140000,6,31,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
140,144,8,512,0,16,160000,6,160,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
141,144,16,1024,0,16,175000,6,160,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
142,144,8,256,0,13,142000,6,161,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0
143,144,8,512,0,13,185000,6,161,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0
144,144,16,512,0,16,225000,6,161,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0
145,60,4,0,1024,14,82000,8,143,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
146,60,4,0,1024,14,59800,8,70,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
147,60,8,256,0,13,119990,8,70,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
148,60,16,512,0,13,129990,8,70,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
149,144,8,512,0,14,75990,8,70,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
150,144,8,256,0,14,85000,8,70,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
151,144,4,256,0,14,74000,8,70,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
152,144,16,512,0,14,134990,8,70,0,0,1,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0
153,144,8,256,1024,16,139000,8,70,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
154,144,16,256,1024,16,152000,8,70,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
155,144,16,256,0,14,110000,8,33,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
156,144,8,512,0,14,124990,8,33,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
157,144,16,256,0,14,118000,8,33,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
158,144,8,256,0,14,105000,8,151,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
159,144,8,512,0,13,169000,8,151,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0
160,144,8,256,0,16,115000,8,151,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
161,60,8,512,0,13,145000,8,151,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
162,144,8,256,0,16,115000,8,151,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
163,144,12,512,0,14,135000,8,151,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
164,144,16,1024,0,13,185000,8,151,0,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0
165,144,16,512,0,14,198000,8,151,0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0
166,144,8,0,1024,14,108800,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
167,144,8,256,0,14,138800,8,139,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
168,144,8,256,0,13,135000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
169,144,8,256,0,14,144000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
170,144,8,256,0,14,145000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
171,144,16,256,0,13,143000,8,139,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
172,144,8,256,0,13,159000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
173,144,8,256,0,13,179000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
174,144,16,512,0,13,198000,8,139,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
175,120,8,512,0,16,154800,8,80,0,0,0,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0
176,120,16,512,0,16,160800,8,80,0,0,0,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0
177,120,8,256,0,16,150000,8,80,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
